1, none, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
316, nether, minecraft:basalt_deltas, CREATURE, minecraft:strider, 60, 1, 2
317, nether, minecraft:basalt_deltas, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
318, beach, minecraft:beach, MONSTER, minecraft:spider, 80, 4, 4
319, beach, minecraft:beach, MONSTER, minecraft:zombie, 80, 16, 32
320, beach, minecraft:beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
321, beach, minecraft:beach, MONSTER, minecraft:skeleton, 80, 4, 4
322, beach, minecraft:beach, MONSTER, minecraft:creeper, 80, 4, 4
323, beach, minecraft:beach, MONSTER, minecraft:slime, 80, 4, 4
324, beach, minecraft:beach, MONSTER, minecraft:enderman, 5, 1, 4
325, beach, minecraft:beach, MONSTER, minecraft:witch, 5, 1, 1
326, beach, minecraft:beach, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
327, beach, minecraft:beach, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
328, beach, minecraft:beach, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
329, beach, minecraft:beach, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
330, beach, minecraft:beach, CREATURE, minecraft:turtle, 10, 2, 5
331, beach, minecraft:beach, CREATURE, ars_nouveau:drygmy, 10, 1, 2
332, beach, minecraft:beach, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
333, beach, minecraft:beach, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
334, beach, minecraft:beach, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
335, beach, minecraft:beach, AMBIENT, minecraft:bat, 10, 8, 8
336, beach, minecraft:beach, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
337, beach, minecraft:beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
338, forest, minecraft:birch_forest, MONSTER, minecraft:spider, 80, 4, 4
339, forest, minecraft:birch_forest, MONSTER, minecraft:zombie, 80, 16, 32
340, forest, minecraft:birch_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
341, forest, minecraft:birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
342, forest, minecraft:birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
343, forest, minecraft:birch_forest, MONSTER, minecraft:slime, 80, 4, 4
344, forest, minecraft:birch_forest, MONSTER, minecraft:enderman, 5, 1, 4
345, forest, minecraft:birch_forest, MONSTER, minecraft:witch, 5, 1, 1
346, forest, minecraft:birch_forest, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
347, forest, minecraft:birch_forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
348, forest, minecraft:birch_forest, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
349, forest, minecraft:birch_forest, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
350, forest, minecraft:birch_forest, CREATURE, minecraft:sheep, 12, 4, 4
351, forest, minecraft:birch_forest, CREATURE, minecraft:pig, 10, 4, 4
352, forest, minecraft:birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
353, forest, minecraft:birch_forest, CREATURE, minecraft:cow, 10, 4, 4
354, forest, minecraft:birch_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
355, forest, minecraft:birch_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
356, forest, minecraft:birch_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
357, forest, minecraft:birch_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
358, forest, minecraft:birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
359, forest, minecraft:birch_forest, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
360, forest, minecraft:birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
361, forest, terralith:birch_taiga, MONSTER, minecraft:spider, 80, 4, 4
362, forest, terralith:birch_taiga, MONSTER, minecraft:zombie, 80, 16, 32
363, forest, terralith:birch_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
364, forest, terralith:birch_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
365, forest, terralith:birch_taiga, MONSTER, minecraft:creeper, 80, 4, 4
366, forest, terralith:birch_taiga, MONSTER, minecraft:slime, 80, 4, 4
367, forest, terralith:birch_taiga, MONSTER, minecraft:enderman, 5, 1, 4
368, forest, terralith:birch_taiga, MONSTER, minecraft:witch, 5, 1, 1
369, forest, terralith:birch_taiga, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
370, forest, terralith:birch_taiga, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
371, forest, terralith:birch_taiga, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
372, forest, terralith:birch_taiga, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
373, forest, terralith:birch_taiga, CREATURE, ars_nouveau:drygmy, 10, 1, 2
374, forest, terralith:birch_taiga, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
375, forest, terralith:birch_taiga, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
376, forest, terralith:birch_taiga, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
377, forest, terralith:birch_taiga, AMBIENT, minecraft:bat, 10, 8, 8
378, forest, terralith:birch_taiga, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
379, forest, terralith:birch_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
380, plains, terralith:blooming_plateau, MONSTER, minecraft:spider, 80, 4, 4
381, plains, terralith:blooming_plateau, MONSTER, minecraft:zombie, 80, 16, 32
382, plains, terralith:blooming_plateau, MONSTER, minecraft:zombie_villager, 10, 1, 1
383, plains, terralith:blooming_plateau, MONSTER, minecraft:skeleton, 80, 4, 4
384, plains, terralith:blooming_plateau, MONSTER, minecraft:creeper, 80, 4, 4
385, plains, terralith:blooming_plateau, MONSTER, minecraft:slime, 80, 4, 4
386, plains, terralith:blooming_plateau, MONSTER, minecraft:enderman, 5, 1, 4
387, plains, terralith:blooming_plateau, MONSTER, minecraft:witch, 5, 1, 1
388, plains, terralith:blooming_plateau, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
389, plains, terralith:blooming_plateau, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
390, plains, terralith:blooming_plateau, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
391, plains, terralith:blooming_plateau, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
392, plains, terralith:blooming_plateau, CREATURE, minecraft:donkey, 10, 1, 2
393, plains, terralith:blooming_plateau, CREATURE, minecraft:rabbit, 10, 2, 6
394, plains, terralith:blooming_plateau, CREATURE, minecraft:sheep, 10, 2, 4
395, plains, terralith:blooming_plateau, CREATURE, ars_nouveau:drygmy, 10, 1, 2
396, plains, terralith:blooming_plateau, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
397, plains, terralith:blooming_plateau, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
398, plains, terralith:blooming_plateau, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
399, plains, terralith:blooming_plateau, AMBIENT, minecraft:bat, 10, 8, 8
400, plains, terralith:blooming_plateau, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
401, plains, terralith:blooming_plateau, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
402, none, terralith:blooming_valley, MONSTER, minecraft:spider, 80, 4, 4
403, none, terralith:blooming_valley, MONSTER, minecraft:zombie, 80, 16, 32
404, none, terralith:blooming_valley, MONSTER, minecraft:zombie_villager, 10, 1, 1
405, none, terralith:blooming_valley, MONSTER, minecraft:skeleton, 80, 4, 4
406, none, terralith:blooming_valley, MONSTER, minecraft:creeper, 80, 4, 4
407, none, terralith:blooming_valley, MONSTER, minecraft:slime, 80, 4, 4
408, none, terralith:blooming_valley, MONSTER, minecraft:enderman, 5, 1, 4
409, none, terralith:blooming_valley, MONSTER, minecraft:witch, 5, 1, 1
410, none, terralith:blooming_valley, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
411, none, terralith:blooming_valley, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
412, none, terralith:blooming_valley, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
413, none, terralith:blooming_valley, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
414, none, terralith:blooming_valley, CREATURE, minecraft:sheep, 12, 8, 8
415, none, terralith:blooming_valley, CREATURE, minecraft:pig, 10, 8, 8
416, none, terralith:blooming_valley, CREATURE, minecraft:chicken, 10, 8, 8
417, none, terralith:blooming_valley, CREATURE, minecraft:cow, 10, 8, 8
418, none, terralith:blooming_valley, CREATURE, minecraft:rabbit, 10, 2, 3
419, none, terralith:blooming_valley, CREATURE, ars_nouveau:drygmy, 10, 1, 2
420, none, terralith:blooming_valley, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
421, none, terralith:blooming_valley, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
422, none, terralith:blooming_valley, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
423, none, terralith:blooming_valley, AMBIENT, minecraft:bat, 10, 8, 8
424, none, terralith:blooming_valley, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
425, none, terralith:blooming_valley, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
426, none, terralith:brushland, MONSTER, minecraft:spider, 80, 4, 4
427, none, terralith:brushland, MONSTER, minecraft:zombie, 80, 16, 32
428, none, terralith:brushland, MONSTER, minecraft:zombie_villager, 10, 1, 1
429, none, terralith:brushland, MONSTER, minecraft:skeleton, 80, 4, 4
430, none, terralith:brushland, MONSTER, minecraft:creeper, 80, 4, 4
431, none, terralith:brushland, MONSTER, minecraft:slime, 80, 4, 4
432, none, terralith:brushland, MONSTER, minecraft:enderman, 5, 1, 4
433, none, terralith:brushland, MONSTER, minecraft:witch, 5, 1, 1
434, none, terralith:brushland, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
435, none, terralith:brushland, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
436, none, terralith:brushland, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
437, none, terralith:brushland, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
438, none, terralith:brushland, CREATURE, minecraft:sheep, 12, 8, 8
439, none, terralith:brushland, CREATURE, minecraft:pig, 10, 8, 8
440, none, terralith:brushland, CREATURE, minecraft:chicken, 10, 8, 8
441, none, terralith:brushland, CREATURE, minecraft:cow, 10, 8, 8
442, none, terralith:brushland, CREATURE, minecraft:horse, 10, 2, 6
443, none, terralith:brushland, CREATURE, minecraft:donkey, 10, 1, 1
444, none, terralith:brushland, CREATURE, ars_nouveau:drygmy, 10, 1, 2
445, none, terralith:brushland, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
446, none, terralith:brushland, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
447, none, terralith:brushland, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
448, none, terralith:brushland, AMBIENT, minecraft:bat, 10, 8, 8
449, none, terralith:brushland, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
450, none, terralith:brushland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
451, badlands, terralith:bryce_canyon, MONSTER, minecraft:spider, 80, 4, 4
452, badlands, terralith:bryce_canyon, MONSTER, minecraft:zombie, 80, 16, 32
453, badlands, terralith:bryce_canyon, MONSTER, minecraft:zombie_villager, 10, 1, 1
454, badlands, terralith:bryce_canyon, MONSTER, minecraft:skeleton, 80, 4, 4
455, badlands, terralith:bryce_canyon, MONSTER, minecraft:creeper, 80, 4, 4
456, badlands, terralith:bryce_canyon, MONSTER, minecraft:slime, 80, 4, 4
457, badlands, terralith:bryce_canyon, MONSTER, minecraft:enderman, 5, 1, 4
458, badlands, terralith:bryce_canyon, MONSTER, minecraft:witch, 5, 1, 1
459, badlands, terralith:bryce_canyon, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
460, badlands, terralith:bryce_canyon, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
461, badlands, terralith:bryce_canyon, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
462, badlands, terralith:bryce_canyon, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
463, badlands, terralith:bryce_canyon, CREATURE, ars_nouveau:drygmy, 10, 1, 2
464, badlands, terralith:bryce_canyon, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
465, badlands, terralith:bryce_canyon, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
466, badlands, terralith:bryce_canyon, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
467, badlands, terralith:bryce_canyon, AMBIENT, minecraft:bat, 10, 8, 8
468, badlands, terralith:bryce_canyon, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
469, badlands, terralith:bryce_canyon, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
470, extreme_hills, terralith:caldera, MONSTER, minecraft:spider, 80, 4, 4
471, extreme_hills, terralith:caldera, MONSTER, minecraft:zombie, 80, 16, 32
472, extreme_hills, terralith:caldera, MONSTER, minecraft:zombie_villager, 10, 1, 1
473, extreme_hills, terralith:caldera, MONSTER, minecraft:skeleton, 80, 4, 4
474, extreme_hills, terralith:caldera, MONSTER, minecraft:creeper, 80, 4, 4
475, extreme_hills, terralith:caldera, MONSTER, minecraft:slime, 80, 4, 4
476, extreme_hills, terralith:caldera, MONSTER, minecraft:enderman, 5, 1, 4
477, extreme_hills, terralith:caldera, MONSTER, minecraft:witch, 5, 1, 1
478, extreme_hills, terralith:caldera, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
479, extreme_hills, terralith:caldera, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
480, extreme_hills, terralith:caldera, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
481, extreme_hills, terralith:caldera, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
482, extreme_hills, terralith:caldera, CREATURE, minecraft:sheep, 12, 8, 8
483, extreme_hills, terralith:caldera, CREATURE, minecraft:pig, 10, 8, 8
484, extreme_hills, terralith:caldera, CREATURE, minecraft:chicken, 10, 8, 8
485, extreme_hills, terralith:caldera, CREATURE, minecraft:cow, 10, 8, 8
486, extreme_hills, terralith:caldera, CREATURE, minecraft:wolf, 10, 4, 4
487, extreme_hills, terralith:caldera, CREATURE, minecraft:rabbit, 10, 2, 3
488, extreme_hills, terralith:caldera, CREATURE, minecraft:fox, 10, 2, 4
489, extreme_hills, terralith:caldera, CREATURE, ars_nouveau:drygmy, 10, 1, 2
490, extreme_hills, terralith:caldera, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
491, extreme_hills, terralith:caldera, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
492, extreme_hills, terralith:caldera, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
493, extreme_hills, terralith:caldera, AMBIENT, minecraft:bat, 10, 8, 8
494, extreme_hills, terralith:caldera, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
495, extreme_hills, terralith:caldera, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
496, none, terralith:cave/andesite_caves, MONSTER, minecraft:spider, 80, 4, 4
497, none, terralith:cave/andesite_caves, MONSTER, minecraft:zombie, 80, 16, 32
498, none, terralith:cave/andesite_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
499, none, terralith:cave/andesite_caves, MONSTER, minecraft:skeleton, 80, 4, 4
500, none, terralith:cave/andesite_caves, MONSTER, minecraft:creeper, 80, 4, 4
501, none, terralith:cave/andesite_caves, MONSTER, minecraft:slime, 80, 4, 4
502, none, terralith:cave/andesite_caves, MONSTER, minecraft:enderman, 5, 1, 4
503, none, terralith:cave/andesite_caves, MONSTER, minecraft:witch, 5, 1, 1
504, none, terralith:cave/andesite_caves, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
505, none, terralith:cave/andesite_caves, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
506, none, terralith:cave/andesite_caves, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
507, none, terralith:cave/andesite_caves, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
508, none, terralith:cave/andesite_caves, CREATURE, ars_nouveau:drygmy, 10, 1, 2
509, none, terralith:cave/andesite_caves, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
510, none, terralith:cave/andesite_caves, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
511, none, terralith:cave/andesite_caves, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
512, none, terralith:cave/andesite_caves, AMBIENT, minecraft:bat, 10, 8, 8
513, none, terralith:cave/andesite_caves, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
514, none, terralith:cave/andesite_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
515, none, terralith:cave/crystal_caves, MONSTER, minecraft:creeper, 80, 4, 4
516, none, terralith:cave/crystal_caves, MONSTER, minecraft:slime, 80, 4, 4
517, none, terralith:cave/crystal_caves, MONSTER, minecraft:witch, 5, 1, 2
518, none, terralith:cave/crystal_caves, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
519, none, terralith:cave/crystal_caves, CREATURE, ars_nouveau:drygmy, 10, 1, 2
520, none, terralith:cave/crystal_caves, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
521, none, terralith:cave/crystal_caves, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
522, none, terralith:cave/crystal_caves, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
523, none, terralith:cave/crystal_caves, AMBIENT, minecraft:bat, 10, 8, 8
524, none, terralith:cave/crystal_caves, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
525, none, terralith:cave/crystal_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
526, none, terralith:cave/deep_caves, MONSTER, minecraft:spider, 80, 4, 4
527, none, terralith:cave/deep_caves, MONSTER, minecraft:zombie, 80, 16, 32
528, none, terralith:cave/deep_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
529, none, terralith:cave/deep_caves, MONSTER, minecraft:skeleton, 80, 4, 4
530, none, terralith:cave/deep_caves, MONSTER, minecraft:creeper, 80, 4, 4
531, none, terralith:cave/deep_caves, MONSTER, minecraft:slime, 80, 4, 4
532, none, terralith:cave/deep_caves, MONSTER, minecraft:enderman, 5, 1, 4
533, none, terralith:cave/deep_caves, MONSTER, minecraft:witch, 5, 1, 1
534, none, terralith:cave/deep_caves, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
535, none, terralith:cave/deep_caves, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
536, none, terralith:cave/deep_caves, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
537, none, terralith:cave/deep_caves, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
538, none, terralith:cave/deep_caves, CREATURE, ars_nouveau:drygmy, 10, 1, 2
539, none, terralith:cave/deep_caves, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
540, none, terralith:cave/deep_caves, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
541, none, terralith:cave/deep_caves, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
542, none, terralith:cave/deep_caves, AMBIENT, minecraft:bat, 10, 8, 8
543, none, terralith:cave/deep_caves, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
544, none, terralith:cave/deep_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
545, none, terralith:cave/desert_caves, MONSTER, minecraft:spider, 80, 4, 4
546, none, terralith:cave/desert_caves, MONSTER, minecraft:zombie, 80, 16, 32
547, none, terralith:cave/desert_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
548, none, terralith:cave/desert_caves, MONSTER, minecraft:skeleton, 80, 4, 4
549, none, terralith:cave/desert_caves, MONSTER, minecraft:creeper, 80, 4, 4
550, none, terralith:cave/desert_caves, MONSTER, minecraft:slime, 80, 4, 4
551, none, terralith:cave/desert_caves, MONSTER, minecraft:enderman, 5, 1, 4
552, none, terralith:cave/desert_caves, MONSTER, minecraft:witch, 5, 1, 1
553, none, terralith:cave/desert_caves, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
554, none, terralith:cave/desert_caves, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
555, none, terralith:cave/desert_caves, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
556, none, terralith:cave/desert_caves, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
557, none, terralith:cave/desert_caves, CREATURE, ars_nouveau:drygmy, 10, 1, 2
558, none, terralith:cave/desert_caves, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
559, none, terralith:cave/desert_caves, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
560, none, terralith:cave/desert_caves, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
561, none, terralith:cave/desert_caves, AMBIENT, minecraft:bat, 10, 8, 8
562, none, terralith:cave/desert_caves, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
563, none, terralith:cave/desert_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
564, none, terralith:cave/diorite_caves, MONSTER, minecraft:spider, 80, 4, 4
565, none, terralith:cave/diorite_caves, MONSTER, minecraft:zombie, 80, 16, 32
566, none, terralith:cave/diorite_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
567, none, terralith:cave/diorite_caves, MONSTER, minecraft:skeleton, 80, 4, 4
568, none, terralith:cave/diorite_caves, MONSTER, minecraft:creeper, 80, 4, 4
